pre,post,count,norm
VA09,VB08,1,0.142857
VA09,VD09,2,0.027397
VA09,VD10,3,0.062500
VA09,VD11,3,0.045455
VA10,AS06,3,0.250000
VA10,AS07,6,0.230769
VA10,AS10,1,0.047619
VA10,DD05,9,0.087379
VA10,DD06,9,0.061224
VA10,VB08,1,0.142857
VA10,VB09,1,0.500000
VA10,VD10,2,0.041667
VA10,VD11,3,0.045455
VA10,VD12,3,0.032967
VA11,PVNR,1,0.026316
VA11,AS07,2,0.076923
VA11,AS08,10,0.312500
VA11,AS09,1,0.050000
VA11,DD06,19,0.129252
VA11,VB10,6,0.857143
VA11,VD11,5,0.075758
VA11,VD12,3,0.032967
VA12,PHCR,1,0.166667
VA12,LUAL,2,0.090909
VA12,AVAL,3,0.004498
VA12,PVCL,3,0.010601
VA12,PVCR,4,0.015267
VA12,DA08,9,0.140625
VA12,DA09,17,0.309091
VA12,DB07,10,0.357143
VA12,AS08,2,0.062500
VA12,AS09,8,0.400000
VA12,AS10,6,0.285714
VA12,AS11,6,0.157895
VA12,DD06,2,0.013605
VA12,VA11,4,0.102564
VA12,VB11,4,0.363636
VA12,VD12,7,0.076923
VA12,VD13,12,0.196721
VB01,ADAL,5,0.128205
VB01,AIBR,2,0.006993
VB01,SAADL,18,0.240000
VB01,SAADR,5,0.073529
VB01,RIML,10,0.046948
VB01,RMFL,10,0.217391
VB01,SABD,1,0.021739
VB01,SMBVL,3,0.041667
VB01,DD01,1,0.005814
VB01,VA01,7,0.162791
VB01,VA02,2,0.045455
VB01,VA03,2,0.052632
VB01,VA04,2,0.058824
VB01,VB02,1,0.062500
VB01,VD01,4,0.065574
VB01,VD02,2,0.017544
VB02,AVEL,1,0.003300
VB02,DD01,30,0.174419
VB02,DD02,1,0.009009
VB02,VA02,5,0.113636
VB02,VA03,11,0.289474
VB02,VD02,14,0.122807
VB02,VD03,4,0.028986
VB03,DD02,36,0.324324
VB03,VA04,10,0.294118
VB03,VA05,1,0.050000
VB03,VD03,4,0.028986
VB03,VD04,6,0.061856
VB04,AVG,1,0.022222
VB04,DD02,7,0.063063
VB04,DD03,13,0.090278
VB04,VA04,1,0.029412
VB04,VA05,1,0.050000
VB04,VB05,1,0.090909
VB04,VD04,1,0.010309
VB04,VD05,3,0.037500
VB05,DD03,34,0.236111
VB05,VA06,2,0.074074
VB05,VD06,10,0.094340
VB06,DVA,1,0.006849
VB06,PVNR,1,0.026316
VB06,DD04,32,0.355556
VB06,VA07,3,0.150000
VB06,VA08,2,0.105263
VB06,VB07,1,0.111111
VB06,VD06,1,0.009434
VB06,VD07,22,0.211538
VB07,DD04,11,0.122222
VB07,DD05,29,0.281553
VB07,VA09,1,0.037037
VB07,VA10,1,0.052632
VB07,VD08,5,0.080645
VB07,VD09,6,0.082192
VB08,DD05,10,0.097087
VB08,DD06,19,0.129252
VB08,VA11,2,0.051282
VB08,VD09,5,0.068493
VB08,VD10,6,0.125000
VB09,DD05,10,0.097087
VB09,DD06,19,0.129252
VB09,VA11,2,0.051282
VB09,VD10,5,0.104167
VB09,VD11,6,0.090909
VB10,PVT,1,0.030303
VB10,DD06,19,0.129252
VB10,VA11,3,0.076923
VB10,VD11,7,0.106061
VB10,VD12,6,0.065934
VB11,PVWL,1,0.050000
VB11,PVWR,1,0.125000
VB11,PVCR,1,0.003817
VB11,DD06,19,0.129252
VB11,VA12,5,0.080645
VB11,VD12,2,0.021978
VB11,VD13,22,0.360656
VD01,DD01,2,0.011628
VD01,VA01,8,0.186047
VD01,VB01,5,0.135135
VD02,AVEL,1,0.003300
VD02,AS01,1,0.013699
VD02,DD01,1,0.005814
VD02,VA02,12,0.272727
VD02,VB02,4,0.250000
VD03,DD01,6,0.034884
VD03,VA03,4,0.105263
VD03,VB02,2,0.125000
VD03,VB03,1,0.055556
VD04,VA04,1,0.029412
VD04,VB03,2,0.111111
VD05,AVAR,1,0.001460
VD05,DD03,1,0.006944
VD05,VA05,2,0.100000
VD05,VA06,1,0.037037
VD05,VB01,1,0.027027
VD05,VB04,2,0.222222
VD06,PVNR,1,0.026316
VD06,AVAL,1,0.001499
VD06,DD03,6,0.041667
VD06,VA06,3,0.111111
VD06,VB05,1,0.090909
VD07,DD04,1,0.011111
VD07,VA07,2,0.100000
VD07,VB06,2,0.142857
VD07,VB07,1,0.111111
VD08,PVT,1,0.030303
VD08,DD04,5,0.055556
VD08,VA08,2,0.105263
VD08,VA09,1,0.037037
VD08,VB07,2,0.222222
VD09,VA09,3,0.111111
VD09,VB08,2,0.285714
VD10,VA10,2,0.105263
VD10,VB09,1,0.500000
VD11,PVT,1,0.030303
VD11,AVAR,2,0.002920
VD11,DD06,2,0.013605
VD11,VA11,2,0.051282
VD11,VB10,1,0.142857
VD12,DD06,2,0.013605
VD12,VA11,3,0.076923
VD12,VA12,13,0.209677
VD12,VB11,1,0.090909
VD13,PVWL,1,0.050000
VD13,AVAR,2,0.002920
VD13,PVCR,1,0.003817
VD13,DD06,3,0.020408
VD13,VA12,11,0.177419
VD13,VD12,1,0.010989
VD13,VD13,2,0.032787
